"business_id","stars","longitude","latitude","state","city","'Mexican'","'Restaurants'","'Coffee & Tea'","'Food'","'Pizza'","'Chinese'","Alcohol","Ambience.romantic","Ambience.intimate","Ambience.classy","Ambience.hipster","Ambience.divey","Ambience.touristy","Ambience.trendy","Ambience.upscale","Ambience.casual","BYOB","BYOBCorkage","BikeParking","BusinessAcceptsCreditCards","BusinessParking.garage","BusinessParking.street","BusinessParking.validated","BusinessParking.lot","BusinessParking.valet","Caters","GoodForKids","GoodForMeal.dessert","GoodForMeal.latenight","GoodForMeal.lunch","GoodForMeal.dinner","GoodForMeal.breakfast","GoodForMeal.brunch","HasTV","NoiseLevel","OutdoorSeating","RestaurantsAttire","RestaurantsDelivery","RestaurantsGoodForGroups","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsTableService","RestaurantsTakeOut","WheelchairAccessible","WiFi","NA_Column","RestaurantsCounterService","ByAppointmentOnly","DogsAllowed","BusinessAcceptsBitcoin","Corkage","DietaryRestrictions.dairy.free","DietaryRestrictions.gluten.free","DietaryRestrictions.vegan","DietaryRestrictions.kosher","DietaryRestrictions.halal","DietaryRestrictions.soy.free","DietaryRestrictions.vegetarian","Open24Hours"
"G0F3kmnES1i8a9Vp78ct7w",3.5,-81.575824,41.569105,"OH","Cleveland",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","True","quiet","False","casual","False","True","1","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D4tn-pcvuK8lkv8CidmQig",3,-80.7975628,35.2397926,"NC","Charlotte",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","True",NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual","True","False","2","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wrV2yRrSAoVeXpvR7n-czA",3,-81.6014299,41.480592,"OH","Cleveland",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,"False","False","False","False","False","False",NA,"True",NA,NA,NA,NA,NA,NA,"False","average","False","casual",NA,"True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AYL_y8ahquUW0o-cvIyLbg",4,-80.922471,35.190366,"NC","Charlotte",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","True","False","True","True","False","False","True","False","False","False","True","average","True","casual","True","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vUhxuFgKCZn6cTZePbhd6g",3.5,-80.8433439187,35.2013206421,"NC","Charlotte",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"2",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JpxjQWZbmjWlgAeMSVNGBA",2.5,-80.834575,35.153565,"NC","Charlotte",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,NA,"True","False","False","False","True","False","True","True","False","False","True","True","False","False","True","average","True","casual","False","True","2","True","True","True","True","free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3oMcNguqRNMxsb_j0Vdqsw",3.5,-80.9452663832,35.2183979872,"NC","Charlotte",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","True","True","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,"2",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0C4b8LsgLuL7_DuPXE729A",4.5,-115.096604182,36.0070475466,"NV","Henderson",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"beer_and_wine","False","False","False","False","False","False","False","False","False",NA,NA,NA,"True","False","False","False","True","False",NA,"True","False","False","False","False","False","False",NA,"average","False","casual","False","True","3","False","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"-bVpSr0gfct_Rka_AWZYAw",2,-115.1182702,36.0050673,"NV","Henderson",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,"1",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cKgUCzMGuRgkbKXUsgeXUw",3.5,-111.928574,33.498914,"AZ","Scottsdale",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","True","True","False","False","False","True","True","False","False","True","True","False","False","True","average","True","casual","False","True","2","False","True","True","True","free",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tVVZcFFt3ZlWVE7nptN3EQ",3,-111.946448515,33.3335102938,"AZ","Tempe",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none","False","False","False","False","True","False","False","False","False",NA,NA,"True","True","False","False","False","True","False","False","True","False","False","True","True","False","False","False","quiet","False","casual","True","False","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2gI7dlktBQXPZiuOW-HWvw",3.5,-112.1342525,33.389415,"AZ","Phoenix",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none","False","False","False","False","False","False","False","False","True",NA,NA,"False","True","False","False","False","True","False","True","True","False","False","True","True","False","False","False","quiet","False","casual","False","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EHDcxAlrrP4VPiZuQlrIrg",2.5,-115.24294,36.249074,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"False","True","True","False","False","False","False","False","True","False","False","False","True","False","False","True","average","False","casual","False","True","2","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20vCzyibdvXOxW42h9v_MQ",2.5,-80.945041,35.219378,"NC","Charlotte",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","True",NA,NA,"False","True",NA,NA,NA,NA,NA,"False","True","False","False","False","False","True","False","False","loud","False","casual","False","True","2","False","False","True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YZOcw84UaQr_yGHhulXBiw",3.5,-79.9349491,40.4510516,"PA","Pittsburgh",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","True","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uI2lQHqS1Pkh1-EzgeD-ww",2.5,-115.15023,36.120914,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,"False","True","False","False","False","False","False","False","False","False","True","True","True","False","False","True","average","False","casual","True","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urgviU4CGLGVLKTahwuzVg",2.5,-111.984444646,33.5013170365,"AZ","Phoenix",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False",NA,"False",NA,NA,NA,NA,NA,NA,NA,"very_loud",NA,"casual","True","False","1","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wOmtCPiB-xeU-HknjTW4hQ",3.5,-115.281657,36.2006899,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,"False","False","False","False","False","False","False","False","False",NA,NA,NA,"True","False","False","False","False","False",NA,"True","False","False","False","False","False","False","False","quiet","False","casual","True","True","1","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44IAhkyHsBGMrggWm1HICw",4,-89.3810002,43.0750544,"WI","Madison",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","True","False","False","False",NA,"True","False","False","True","True","False","False",NA,NA,"True","casual",NA,"True","2","True","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k9pQa-48qARibpa-Yf0xYQ",4.5,-79.9834887,40.4288414,"PA","Pittsburgh",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False",NA,NA,"False","True","False","False","False","False",NA,NA,NA,"casual","False","False","1","False","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4igB1WaE8BcmiVzUgoIWfQ",5,-112.1169581,33.3929315,"AZ","Phoenix",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,"1",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YEVN6-6z7PL5cDeWx9I8OQ",3.5,-112.063682556,33.6406555176,"AZ","Phoenix",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,"True",NA,NA,NA,NA,NA,"False","True","False","False","False","False","False","False","False","quiet","False",NA,"False","False","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n5BPR_prEPB4B3lxUpoX4g",4,-89.394966,43.072826,"WI","Madison",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"False","False","False","False","False","False","False","False","False",NA,NA,"True","True",NA,NA,NA,NA,NA,"False","True",NA,NA,NA,NA,NA,NA,"False","average","False","casual","True","False","2","True","False","True","False","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIjAC4p1pQbRsgDwf70ZZw",4,-89.3119745,43.125577,"WI","Madison",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"2",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7vXmhdqO6aAoZGEVyusk0w",4.5,-115.1544873,36.1523481,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"False","False","False","False","False","False","False","False","False",NA,NA,"True","True","False","False","False","False","False","False","True","False","False","True","False","False","False","False","quiet","False","casual","False","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zc0I2evMOPKNuu1mlm_tsQ",4,-79.9538273,40.4366371,"PA","Pittsburgh",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,"True","False","True","False","False","False","True","True","False","True","False","False","False","False","False","quiet","False","casual","True","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L_X5eAd4moE40AsX6Havhg",3.5,-80.8492598,35.1608893,"NC","Charlotte",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","True","False",NA,"True","False","False","True","False","False","False","True","average","True","casual","False","True","2","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wd-pzPYNehT6QTsc1qr7pA",3.5,-111.929061,33.362493,"AZ","Tempe",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True",NA,"yes_free","True","True","False","False","False","True","False","True","True","False","False","True","True","False","False","True","average","False","casual","False","True","2","True","True","True","True","no",NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA
"ll9PWPSzuHudE8J1BT1G2A",4,-89.3865836,43.0756129,"WI","Madison",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","True","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IWNbZymAICpqSgBvl2EVzg",4,-89.3872597,43.0749396,"WI","Madison",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","True","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"1",NA,NA,"True","True","free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ka5SLblwtXqYu2MPNr7C_w",3.5,-115.1729418,36.1183949,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","False",NA,NA,"False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","True","very_loud","True","casual","False","True","2","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asAHqgKQtCWiBbC3XriSIQ",3.5,-89.5039768,43.0505454,"WI","Madison",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","quiet","False","casual","True","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2O_ec-By_tho2KeXvcnBuQ",4,-112.0033938,33.4951559,"AZ","Phoenix",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"1",NA,NA,NA,"True","free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ji35uFlQyOpKjMFNKwp4mw",4,-115.1463616,36.1716577,"NV","Las Vegas",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,"2",NA,NA,"True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOAAgwfA_1sLoSBB1RcJrw",2.5,-111.926913,33.3637463,"AZ","Tempe",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,"True","False","False","False","False","False",NA,"True","False","False","False","False","False","False","False","average","False","casual","False","False","1","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6PtDrXXQK9JyrN7M4nvZyA",3.5,-80.7390821,35.1638454,"NC","Charlotte",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True","True","False","False","False","False","False",NA,"True","False","False","False","False","False","False","False","average","False","casual","True","True","1","False","True","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMAflH82OUIMl2mHtP0MNQ",3.5,-115.33290959,36.1489121763,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"beer_and_wine","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","True","True","False","False","False","True","True","False","False","False","False","False","True","True","average","True","casual","True","True","1","False","False","True","True","free",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IUv-dRWHyds6ncxqVcxpGQ",3.5,-80.8439436,35.2253912,"NC","Charlotte",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",NA,NA,NA,NA,NA,NA,"True","False","False","True","False","False","False","False","average","False","casual","False","True","2","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89uU51kOiQXbJHVA3C6XMQ",4,-112.0560841,33.4315556,"AZ","Phoenix",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","False","False","False","False","True","False","False","False","False","False","yes_free","False","True","False","False","False","True","False","True","True","False","False","True","False","False","False","False","average","False","casual","False","True","1","False","False","True","True","no",NA,"True",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA
"5_PpFtjeLq1seO84SapJWw",3.5,-112.098337,33.553457,"AZ","Phoenix",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,"True","False","False","False","False","False","True","True","False","False","False","False","False","False",NA,"very_loud","False","casual","True","True","1","False","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0DQ31asd4IeOTI7dkZ3OXQ",3,-115.2407393,36.1598136,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","True",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROAhwL6lyogjyD3BdmFzYA",3.5,-115.134978,36.013812,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,"False","casual","True","True","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"w3oV0d-i7KHJqvS4hKxk5A",3.5,-115.260089636,36.2713432501,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,NA,"True","False","False","False","True","False","True","True","False","True","True","True","False","False","True","average","False","casual","True","True","2","True","True","True","True","free",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QyfX-6jFfINH1MuXS8R6ZA",3,-111.9820214,33.3480616,"AZ","Phoenix",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"full_bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,"True","False","False","True","True","False","False",NA,NA,"False","casual","True","True","2","True","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mobHB_VRr8jRqLoR3-sBVw",4,-112.18587,33.534022,"AZ","Glendale",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,"True","True","False","False","False","True","False","True","True","False","False","False","False","False","False","True","quiet","True","casual","False","True","1","False","False","True","True","free",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0kag5JGemji05P3oxx4lpg",3.5,-111.9142164,33.4666202,"AZ","Scottsdale",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"full_bar","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","True","False","True","True","False","False","True","True","False","False","True","average","True","casual","True","True","1","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44zSIjPU09F2UBYUn_KZ3Q",4,-111.9767429,33.3792202,"AZ","Tempe",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","False","False","False","False","False","False","False","False","True",NA,NA,NA,"True","False","False","False","True","False","False","True","False","False","True","True","False","False","True","average","False","casual","False","True","1","False","False","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cbbidA4huw2XQQWlmbUQgw",2.5,-111.9399533,33.3922783,"AZ","Tempe",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"full_bar","False","False","False","False","False","False","False","False","False",NA,NA,NA,"True","False","False","False","True","False","True","True","False","False","True","False","False","False","True","quiet","False","casual","False","True","2","False","True","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z9dAOKg6d-mvcMw8uHilmw",2.5,-112.220809037,33.670998679,"AZ","Glendale",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"1",NA,NA,"True",NA,"free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HRZfoNssELsHN0SMmYoMsw",4,-115.118301392,36.144733429,"NV","Las Vegas",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","True","quiet","False","casual","False","True","2","True",NA,"True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n_n0aT_W10GOPglpzH5atg",2.5,-112.1000924,33.5528556,"AZ","Phoenix",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none","False","False","False","False","False","False","False","False","False",NA,NA,NA,"True","False","False","False","False","False",NA,"True","False","False","False","False","False","False","False",NA,"True","casual","False","True","1","False","False","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lSSUmCtsKU_qYz5NGz979w",2.5,-112.0997049,33.553448,"AZ","Phoenix",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,"True","quiet","False","casual","False","False","1","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M9fOuiesoUSaouOqNQ3U2w",4,-111.9062779,33.3779385,"AZ","Tempe",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"beer_and_wine","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","True","False","True","True","False","False","False","True","False","False","False","quiet","False","casual","False","True","1","True","True","True","True","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v1G_bioP6POazUyQwHcz7Q",4,-79.9586239,40.4406105,"PA","Pittsburgh",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","True","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"1",NA,NA,NA,"True","free",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XAgJSBOBGw4_qqRsO60CNQ",3.5,-89.397007,43.074689,"WI","Madison",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","True","False","False","False","False",NA,"False","False","False","False","False","False",NA,NA,"True",NA,"False",NA,"2",NA,NA,"True",NA,"free",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L7iOEZLuvd3vHoX8Efi_hw",2.5,-115.1969907,36.1263785,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"beer_and_wine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","False","False","False","True","False",NA,"True","False","False","True","True","False","True",NA,NA,"False","casual","True","True","2","True","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N0L1C5K9ViBD58vig5sahw",3.5,-80.004809091,40.4436281744,"PA","Pittsburgh",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","True",NA,"False","casual","False","False","1","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z2cyw4t6zU2g20lOEFaO_g",3.5,-112.1842518,33.5675175,"AZ","Glendale",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True","True","False","False","False","False","False",NA,"True","False","False","False","False","False","False","False","average","False","casual",NA,"False","1","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p2nstdjiVQyz312Zz5u3DQ",4,-115.0034018,36.0578012,"NV","Henderson",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"none","False","False","False","False","False","False","False","False","True",NA,NA,"True","True","False","False","False","True","False","True","True","False","False","True","True","False","False","True","average","False","casual","True","True","2","False","False","True","True","no",NA,NA,NA,"False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TjZo2v8i7d4omCovsFA2pg",1.5,-115.0992936,36.0722646,"NV","Las Vegas",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,"False","False","False","False","False","False","False","False","False",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"True","False","False","False","False","False","False","False",NA,"False","casual","True","True","2","False","False","True",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"go623pgRx2nfIpsV4ePHXg",3.5,-80.0355079,40.5482139,"PA","Pittsburgh",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","True","False","False","False","False","False",NA,"True","False","False","False","False","False","False","False","quiet","False","casual","False","True","2","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
